session_id,user_id,session_start,session_duration,device_type,location,pages_visited,revenue
session_002826,user_0931,2024-12-11 12:29:19,2490,tablet,CA,10,305.5692130152248
session_002827,user_0254,2024-03-24 15:04:45,1343,tablet,BR,14,486.5433814071897
session_002828,user_0462,2024-08-25 06:08:27,797,mobile,AU,1,0.0
session_002829,user_0536,2024-12-02 16:24:23,3337,mobile,MX,14,0.0
session_002830,user_1000,2024-10-23 21:03:29,2485,desktop,CA,3,0.0
session_002831,user_0305,2024-01-20 06:57:40,2702,tablet,BR,15,0.0
session_002832,user_0980,2024-11-03 17:47:28,1279,tablet,DE,14,0.0
session_002833,user_0223,2024-04-26 17:02:24,514,desktop,DE,9,252.89601026091432
session_002834,user_0482,2024-02-21 10:00:47,165,tablet,MX,9,0.0
session_002835,user_0164,2024-10-15 06:34:38,3249,tablet,CA,5,0.0
session_002836,user_0057,2024-07-20 09:36:39,778,desktop,JP,14,0.0
session_002837,user_0439,2024-08-24 08:51:14,3308,desktop,MX,5,71.30015416840541
session_002838,user_0963,2024-11-17 06:50:28,3211,tablet,US,11,0.0
session_002839,user_0088,2024-07-03 00:40:38,2728,mobile,DE,11,0.0
session_002840,user_0959,2024-07-23 08:28:02,1793,tablet,JP,8,0.0
session_002841,user_0870,2024-11-24 19:07:08,57,mobile,DE,13,0.0
session_002842,user_0326,2024-03-28 14:10:10,327,tablet,DE,8,0.0
session_002843,user_0054,2024-07-11 16:55:30,2037,mobile,DE,11,0.0
session_002844,user_0232,2024-06-11 17:46:13,382,tablet,CA,1,314.78673178451743
session_002845,user_0612,2024-10-07 11:42:14,320,tablet,DE,9,0.0
session_002846,user_0750,2024-03-12 09:35:31,3349,mobile,FR,5,0.0
session_002847,user_0506,2024-06-16 11:33:33,135,mobile,IN,7,0.0
session_002848,user_0946,2024-12-09 15:26:46,51,tablet,BR,7,167.4628551106602
session_002849,user_0645,2024-01-14 05:59:03,2848,tablet,JP,2,127.05721684468287
session_002850,user_0608,2024-05-14 19:19:49,351,mobile,JP,7,0.0
session_002851,user_0572,2024-11-04 15:56:28,1480,tablet,US,6,0.0
session_002852,user_0329,2024-12-13 15:50:44,3450,mobile,FR,5,0.0
session_002853,user_0617,2024-09-15 19:20:56,509,mobile,US,11,0.0
session_002854,user_0602,2024-04-05 11:18:04,3425,desktop,FR,6,0.0
session_002855,user_0780,2024-04-06 13:32:07,2504,tablet,IN,3,0.0
session_002856,user_0603,2024-05-28 14:16:01,1642,desktop,US,4,0.0
session_002857,user_0701,2024-04-18 05:41:00,2603,tablet,US,11,0.0
session_002858,user_0162,2024-08-24 03:43:15,2888,mobile,UK,15,0.0
session_002859,user_0888,2024-03-20 02:50:32,2988,desktop,JP,12,466.94488885281976
session_002860,user_0480,2024-04-26 12:01:33,1109,desktop,IN,15,0.0
session_002861,user_0500,2024-01-17 12:47:42,2100,tablet,MX,9,0.0
session_002862,user_0696,2024-10-04 22:14:10,511,tablet,MX,2,0.0
session_002863,user_0887,2024-03-27 08:31:31,353,desktop,DE,11,0.0
session_002864,user_0099,2024-05-10 05:05:23,2230,mobile,IN,6,0.0
session_002865,user_0191,2024-09-12 14:18:20,518,desktop,MX,11,0.0
session_002866,user_0151,2024-01-08 00:36:21,1314,desktop,MX,15,0.0
session_002867,user_0373,2024-10-03 04:34:02,1170,mobile,BR,12,0.0
session_002868,user_0941,2024-09-05 18:34:04,835,desktop,BR,13,45.98008322125963
session_002869,user_0587,2024-05-11 15:19:19,3016,desktop,MX,5,0.0
session_002870,user_0136,2024-12-04 22:53:44,1698,desktop,DE,6,0.0
session_002871,user_0238,2024-01-06 06:50:56,594,tablet,AU,2,372.5329344120926
session_002872,user_0833,2024-08-03 17:51:32,1866,desktop,DE,15,0.0
session_002873,user_0403,2024-04-01 20:22:38,200,mobile,AU,4,14.09820408949733
session_002874,user_0909,2024-09-05 23:12:54,389,tablet,AU,5,0.0
session_002875,user_0881,2024-03-25 00:34:49,2432,desktop,MX,2,0.0
session_002876,user_0147,2024-05-21 16:31:20,584,desktop,MX,5,176.0935435999855
session_002877,user_0776,2024-05-24 02:13:34,2358,mobile,MX,6,0.0
session_002878,user_0993,2024-06-01 09:38:56,200,desktop,MX,12,271.38861776059616
session_002879,user_0358,2024-12-22 05:13:00,3367,mobile,FR,11,490.92639728472085
session_002880,user_0975,2024-02-23 05:30:44,209,mobile,FR,12,0.0
session_002881,user_0231,2024-07-18 12:54:49,400,desktop,IN,1,0.0
session_002882,user_0357,2024-09-01 09:02:22,1465,tablet,DE,5,0.0
session_002883,user_0416,2024-03-01 22:24:59,3581,desktop,MX,13,346.0560865833416
session_002884,user_0054,2024-05-02 07:03:20,2894,mobile,AU,1,0.0
session_002885,user_0861,2024-02-24 04:36:17,1298,tablet,AU,1,0.0
session_002886,user_0776,2024-06-12 17:35:27,1693,desktop,CA,4,0.0
session_002887,user_0028,2024-01-28 13:49:34,1563,desktop,US,2,0.0
session_002888,user_0434,2024-07-12 00:50:44,3343,desktop,JP,7,0.0
session_002889,user_0133,2024-03-10 14:39:48,1077,mobile,UK,4,0.0
session_002890,user_0058,2024-10-02 14:27:56,1567,mobile,JP,4,57.56617220643612
session_002891,user_0598,2024-01-22 03:10:38,1337,tablet,BR,2,370.31646116954414
session_002892,user_0653,2024-08-11 12:46:59,2207,mobile,AU,12,0.0
session_002893,user_0440,2024-05-08 04:44:01,1620,desktop,IN,4,0.0
session_002894,user_0643,2024-09-17 10:00:13,2321,mobile,AU,9,0.0
session_002895,user_0994,2024-04-04 07:52:28,3085,tablet,BR,14,0.0
session_002896,user_0877,2024-01-03 07:43:47,3330,tablet,UK,10,100.94820879646967
session_002897,user_0248,2024-03-25 06:42:57,806,desktop,MX,12,75.29809648590772
session_002898,user_0882,2024-06-06 05:41:07,1214,mobile,US,3,0.0
session_002899,user_0836,2024-06-02 07:38:42,3322,mobile,AU,10,431.1384523729404
session_002900,user_0485,2024-12-22 16:32:20,999,tablet,CA,4,0.0
session_002901,user_0140,2024-04-02 13:06:09,2839,desktop,US,10,0.0
session_002902,user_0632,2024-03-14 08:39:54,963,desktop,IN,5,0.0
session_002903,user_0620,2024-08-17 12:25:21,2181,desktop,MX,1,0.0
session_002904,user_0337,2024-11-23 06:54:59,1130,tablet,JP,3,0.0
session_002905,user_0447,2024-08-08 17:48:58,2855,tablet,MX,2,0.0
session_002906,user_0734,2024-11-19 05:57:18,1641,mobile,DE,4,0.0
session_002907,user_0936,2024-02-19 19:39:55,2048,mobile,BR,8,470.22438814462566
session_002908,user_0717,2024-01-14 02:45:30,1661,mobile,FR,12,0.0
session_002909,user_0572,2024-05-20 09:28:56,244,desktop,AU,13,311.0377104093436
session_002910,user_0816,2024-04-28 03:40:49,584,tablet,FR,2,0.0
session_002911,user_0746,2024-01-21 20:00:52,571,mobile,FR,1,0.0
session_002912,user_0519,2024-03-05 20:35:40,1783,mobile,AU,3,0.0
session_002913,user_0851,2024-03-03 02:23:08,86,desktop,DE,12,0.0
session_002914,user_0650,2024-11-24 22:08:29,3281,mobile,FR,7,0.0
session_002915,user_0610,2024-07-07 15:03:48,2674,tablet,DE,2,297.6665493287263
session_002916,user_0696,2024-07-07 02:59:03,3096,tablet,IN,12,0.0
session_002917,user_0614,2024-12-20 22:07:01,2922,tablet,AU,1,0.0
session_002918,user_0015,2024-12-02 14:55:56,1185,tablet,DE,3,0.0
session_002919,user_0131,2024-02-21 04:21:13,3082,desktop,MX,5,59.700342149090204
session_002920,user_0600,2024-09-30 08:43:07,2215,tablet,UK,11,61.12140343693422
session_002921,user_0956,2024-05-11 19:45:23,963,mobile,US,1,0.0
session_002922,user_0141,2024-12-19 06:15:51,820,tablet,IN,12,0.0
session_002923,user_0350,2024-06-03 10:45:18,2959,mobile,IN,12,425.1499242451935
session_002924,user_0145,2024-12-19 00:25:58,557,desktop,BR,9,327.97645663252956
session_002925,user_0996,2024-11-25 06:15:20,1218,desktop,AU,9,0.0
session_002926,user_0715,2024-10-07 21:59:10,1076,tablet,JP,7,376.3207673279606
session_002927,user_0996,2024-12-03 19:30:01,1140,mobile,US,13,346.4822794308749
session_002928,user_0276,2024-08-08 08:15:44,3204,mobile,DE,15,11.816578727922252
session_002929,user_0879,2024-12-22 15:26:39,1851,desktop,DE,7,276.0715908488888
session_002930,user_0902,2024-02-24 15:30:06,1738,desktop,AU,7,0.0
session_002931,user_0751,2024-06-23 14:44:56,2833,tablet,AU,5,0.0
session_002932,user_0331,2024-05-07 07:06:53,3108,mobile,BR,6,0.0
session_002933,user_0282,2024-01-03 05:19:20,58,desktop,AU,9,265.2995632259494
session_002934,user_0877,2024-02-21 13:42:54,1222,tablet,US,6,0.0
session_002935,user_0158,2024-03-09 00:17:02,1081,mobile,FR,2,0.0
session_002936,user_0006,2024-02-25 19:34:12,3313,desktop,DE,9,271.861213885804
session_002937,user_0795,2024-03-31 15:16:13,3456,mobile,BR,14,0.0
session_002938,user_0419,2024-03-16 08:04:45,216,tablet,FR,13,0.0
session_002939,user_0063,2024-03-08 07:49:05,215,tablet,JP,12,0.0
session_002940,user_0624,2024-10-28 16:51:05,1168,tablet,UK,4,0.0
session_002941,user_0654,2024-01-26 17:09:17,3403,tablet,BR,10,412.42186344197904
session_002942,user_0899,2024-07-08 02:58:12,582,mobile,JP,3,187.66348653083958
session_002943,user_0277,2024-07-23 12:31:02,83,mobile,JP,15,0.0
session_002944,user_0770,2024-09-25 11:23:52,2045,mobile,IN,1,0.0
session_002945,user_0587,2024-04-07 13:29:29,2802,desktop,JP,10,0.0
session_002946,user_0002,2024-03-06 11:20:00,2967,tablet,FR,5,0.0
session_002947,user_0993,2024-02-04 23:04:39,1479,tablet,MX,13,0.0
session_002948,user_0480,2024-03-15 06:12:16,3488,mobile,CA,1,121.40525897756832
session_002949,user_0483,2024-04-20 22:56:33,2211,mobile,BR,6,0.0
session_002950,user_0069,2024-07-18 10:01:47,1772,tablet,FR,15,363.6009163997604
session_002951,user_0535,2024-10-20 01:31:04,2995,desktop,MX,6,264.79986241577603
session_002952,user_0826,2024-12-30 02:41:25,1162,desktop,MX,7,0.0
session_002953,user_0032,2024-10-13 03:44:27,2663,mobile,IN,7,0.0
session_002954,user_0859,2024-07-05 15:11:44,1228,tablet,DE,2,0.0
session_002955,user_0413,2024-03-11 14:26:10,3484,tablet,DE,11,0.0
session_002956,user_0832,2024-07-24 16:31:09,3299,desktop,BR,9,0.0
session_002957,user_0844,2024-05-20 12:20:57,3395,mobile,MX,5,0.0
session_002958,user_0951,2024-02-29 07:51:00,994,desktop,BR,12,68.33308689781936
session_002959,user_0515,2024-08-12 23:12:06,140,desktop,CA,4,0.0
session_002960,user_0324,2024-11-15 23:30:36,1147,tablet,IN,11,0.0
session_002961,user_0830,2024-06-29 23:34:43,1859,tablet,JP,12,137.1501431956488
session_002962,user_0322,2024-05-01 21:31:21,859,tablet,IN,2,276.8765723331689
session_002963,user_0702,2024-01-16 10:53:02,3482,mobile,DE,8,261.95228407153013
session_002964,user_0617,2024-01-23 13:19:38,2314,tablet,FR,6,0.0
session_002965,user_0172,2024-06-06 06:45:09,3416,tablet,DE,9,260.74595307718215
session_002966,user_0024,2024-11-30 11:22:51,667,desktop,BR,7,0.0
session_002967,user_0185,2024-02-14 11:22:09,2617,tablet,MX,1,173.5324218253165
session_002968,user_0103,2024-03-01 01:46:50,2352,tablet,IN,9,0.0
session_002969,user_0524,2024-10-24 21:06:29,578,desktop,BR,1,382.6083085418251
session_002970,user_0038,2024-12-05 01:39:40,515,desktop,BR,10,245.71334169711565
session_002971,user_0148,2024-05-30 12:54:03,2296,tablet,DE,4,0.0
session_002972,user_0678,2024-04-27 23:30:39,2518,mobile,US,4,359.78557702101455
session_002973,user_0524,2024-08-26 12:36:16,1724,tablet,DE,4,175.77641892145186
session_002974,user_0453,2024-04-01 16:51:01,3059,desktop,CA,14,0.0
session_002975,user_0338,2024-05-12 03:29:12,2619,desktop,JP,8,0.0
session_002976,user_0538,2024-07-04 19:23:40,2560,tablet,DE,9,0.0
session_002977,user_0377,2024-07-16 17:09:49,2231,desktop,UK,2,0.0
session_002978,user_0668,2024-12-23 04:39:22,2903,desktop,CA,15,0.0
session_002979,user_0204,2024-06-04 13:49:42,2224,mobile,UK,6,202.83653908503345
session_002980,user_0617,2024-01-29 23:46:03,3076,desktop,MX,11,437.62863763171265
session_002981,user_0055,2024-12-05 07:34:14,612,desktop,FR,13,0.0
session_002982,user_0270,2024-06-09 00:14:45,1967,tablet,FR,1,0.0
session_002983,user_0744,2024-11-28 12:35:36,1780,mobile,US,2,221.68313865948687
session_002984,user_0224,2024-10-21 12:38:14,2072,tablet,DE,14,68.32235324370072
session_002985,user_0724,2024-12-22 03:01:36,686,tablet,CA,11,61.18568710559259
session_002986,user_0793,2024-10-15 13:37:37,883,tablet,US,3,0.0
session_002987,user_0658,2024-03-04 13:35:02,3395,desktop,DE,3,0.0
session_002988,user_0071,2024-08-01 14:16:49,1451,tablet,FR,9,131.245070514889
session_002989,user_0933,2024-03-21 12:12:46,1258,mobile,AU,14,0.0
session_002990,user_0354,2024-10-15 13:21:34,2619,tablet,JP,9,0.0
session_002991,user_0759,2024-12-27 21:51:21,2527,desktop,AU,2,0.0
session_002992,user_0079,2024-07-18 11:17:16,2751,desktop,AU,10,0.0
session_002993,user_0234,2024-11-01 22:13:41,3156,mobile,FR,11,38.701075654956426
session_002994,user_0262,2024-11-13 09:46:24,2333,desktop,BR,13,498.14966971387065
session_002995,user_0830,2024-10-06 05:14:40,3550,desktop,IN,7,0.0
session_002996,user_0790,2024-12-28 19:43:38,147,desktop,AU,14,377.0596315301163
session_002997,user_0744,2024-09-07 19:22:55,2426,mobile,CA,2,283.3368229600708
session_002998,user_0127,2024-08-20 22:23:04,3086,mobile,AU,7,0.0
session_002999,user_0765,2024-06-02 01:48:11,1015,mobile,CA,13,0.0
session_003000,user_0137,2024-09-21 02:31:10,2892,desktop,FR,10,0.0
session_003001,user_0743,2024-06-18 23:49:42,1764,tablet,DE,15,0.0
session_003002,user_0486,2024-12-01 15:20:26,1882,tablet,UK,6,0.0
session_003003,user_0281,2024-04-24 02:05:40,140,tablet,CA,4,0.0
session_003004,user_0872,2024-06-02 13:53:17,1506,mobile,FR,3,194.6781273085065
session_003005,user_0393,2024-04-05 15:59:20,2035,desktop,AU,4,0.0
session_003006,user_0916,2024-08-25 19:25:39,2625,mobile,JP,10,381.3874690785695
session_003007,user_0385,2024-11-26 10:06:14,1106,desktop,FR,10,116.0026266751742
session_003008,user_0332,2024-01-01 23:06:59,762,tablet,JP,6,0.0
session_003009,user_0799,2024-04-22 01:27:57,2828,mobile,IN,7,0.0
session_003010,user_0587,2024-01-01 07:23:49,1261,mobile,DE,4,0.0
session_003011,user_0383,2024-09-23 15:55:39,2005,mobile,MX,14,66.083786768839
session_003012,user_0469,2024-07-23 06:31:05,2147,mobile,MX,14,0.0
session_003013,user_0297,2024-01-06 10:09:14,2418,mobile,FR,4,328.80943040079546
session_003014,user_0199,2024-01-21 02:30:29,2890,tablet,JP,9,35.28316504723967
session_003015,user_0989,2024-04-04 10:52:12,381,mobile,DE,10,0.0
session_003016,user_0444,2024-07-05 22:47:48,2220,mobile,CA,11,402.0919947120789
session_003017,user_0080,2024-08-01 03:07:05,1898,desktop,US,10,0.0
session_003018,user_0132,2024-05-08 10:03:13,3146,mobile,US,7,0.0
session_003019,user_0842,2024-08-12 13:05:04,2719,desktop,DE,15,0.0
session_003020,user_0724,2024-10-15 13:41:25,833,desktop,AU,1,105.6664603693233
session_003021,user_0443,2024-12-05 12:52:06,1403,tablet,JP,15,0.0
session_003022,user_0173,2024-04-21 23:12:45,3064,desktop,UK,5,0.0
session_003023,user_0106,2024-05-02 08:21:30,338,mobile,JP,12,0.0
session_003024,user_0435,2024-12-12 17:50:20,1053,desktop,IN,3,0.0
session_003025,user_0328,2024-03-31 03:23:44,3589,tablet,CA,3,0.0
session_003026,user_0098,2024-09-14 13:59:00,3057,tablet,US,14,0.0
session_003027,user_0215,2024-03-27 20:21:22,2388,desktop,DE,4,0.0
session_003028,user_0816,2024-03-24 08:56:13,678,desktop,MX,5,0.0
session_003029,user_0130,2024-03-25 02:39:23,1276,desktop,IN,7,0.0
session_003030,user_0813,2024-01-02 22:23:04,739,mobile,MX,9,0.0
session_003031,user_0748,2024-11-10 15:58:56,2419,mobile,DE,7,0.0
session_003032,user_0284,2024-09-14 01:05:05,2376,tablet,JP,3,0.0
session_003033,user_0343,2024-09-24 07:57:37,757,mobile,AU,6,408.8963207075942
session_003034,user_0783,2024-12-14 10:44:50,1627,desktop,JP,13,0.0
session_003035,user_0427,2024-04-26 13:33:58,461,mobile,BR,13,208.1166943610314
session_003036,user_0715,2024-05-24 00:45:35,682,mobile,BR,13,0.0
session_003037,user_0737,2024-05-03 09:55:52,2761,desktop,JP,4,0.0
session_003038,user_0131,2024-10-22 21:19:23,2626,tablet,IN,15,0.0
session_003039,user_0506,2024-12-24 18:14:37,2456,desktop,FR,2,0.0
session_003040,user_0974,2024-03-17 07:39:33,3081,tablet,IN,15,0.0
session_003041,user_0421,2024-08-01 00:39:31,1375,tablet,AU,4,0.0
session_003042,user_0749,2024-07-28 02:15:03,632,mobile,MX,8,125.81846789864036
session_003043,user_0807,2024-09-12 06:13:42,346,mobile,UK,6,0.0
session_003044,user_0404,2024-12-14 08:03:38,3231,tablet,DE,12,0.0
session_003045,user_0486,2024-02-20 19:07:56,1584,desktop,BR,12,0.0
session_003046,user_0281,2024-07-27 06:43:45,2543,mobile,BR,9,0.0
session_003047,user_0750,2024-04-16 20:06:13,2380,desktop,UK,3,0.0
session_003048,user_0607,2024-10-25 08:16:15,1249,mobile,AU,3,80.63342062269129
session_003049,user_0852,2024-09-02 18:26:47,703,mobile,FR,6,409.8129044004895
session_003050,user_0112,2024-06-27 15:35:57,598,tablet,MX,14,0.0
session_003051,user_0405,2024-11-14 17:06:00,2375,mobile,IN,14,0.0
session_003052,user_0720,2024-12-19 19:32:17,1599,tablet,FR,10,0.0
session_003053,user_0422,2024-09-21 20:01:47,2285,desktop,DE,6,0.0
session_003054,user_0111,2024-03-06 22:43:39,1463,tablet,US,2,0.0
session_003055,user_0749,2024-08-15 05:32:17,168,desktop,DE,4,0.0
session_003056,user_0854,2024-07-06 04:51:22,2720,desktop,FR,9,147.9089538927326
session_003057,user_0817,2024-09-25 11:53:55,1116,desktop,US,2,0.0
session_003058,user_0258,2024-12-18 21:47:18,2259,desktop,UK,7,330.68187496129303
session_003059,user_0679,2024-09-12 10:09:22,370,desktop,US,14,0.0
session_003060,user_0155,2024-07-24 16:34:23,2331,mobile,AU,15,0.0
session_003061,user_0898,2024-08-29 02:41:22,2496,desktop,DE,5,0.0
session_003062,user_0514,2024-12-13 16:58:30,3072,mobile,FR,9,0.0
session_003063,user_0203,2024-01-30 00:08:04,1772,desktop,BR,10,420.29338210980285
session_003064,user_0103,2024-03-20 18:32:58,2256,mobile,US,2,0.0
session_003065,user_0810,2024-07-11 10:30:37,505,desktop,CA,13,0.0
session_003066,user_0139,2024-04-27 20:24:23,1930,tablet,US,3,0.0
session_003067,user_0297,2024-02-05 17:38:52,518,desktop,IN,8,427.03135281563135
session_003068,user_0957,2024-09-27 18:22:42,337,tablet,DE,7,0.0
session_003069,user_0881,2024-06-15 11:48:15,798,tablet,UK,4,281.5127920837911
session_003070,user_0309,2024-08-26 17:06:15,485,tablet,AU,2,0.0
session_003071,user_0122,2024-05-15 06:52:03,1193,desktop,UK,12,0.0
session_003072,user_0421,2024-08-19 18:41:26,2747,mobile,CA,7,0.0
session_003073,user_0172,2024-05-05 12:12:32,748,tablet,BR,12,0.0
session_003074,user_0290,2024-07-07 23:03:24,2981,desktop,BR,10,355.3454611499239
session_003075,user_0937,2024-12-19 08:09:16,1500,mobile,AU,10,0.0
session_003076,user_0060,2024-01-12 21:27:01,1542,desktop,MX,11,0.0
session_003077,user_0214,2024-05-21 23:49:42,1521,tablet,FR,15,0.0
session_003078,user_0467,2024-03-01 14:36:22,1626,mobile,CA,13,0.0
session_003079,user_0895,2024-01-04 02:31:06,1981,desktop,US,2,0.0
session_003080,user_0859,2024-03-27 09:41:06,50,mobile,IN,11,0.0
session_003081,user_0807,2024-09-29 00:30:54,2126,mobile,UK,15,0.0
session_003082,user_0419,2024-07-29 07:06:09,2485,desktop,FR,13,0.0
session_003083,user_0484,2024-06-07 07:30:57,720,desktop,IN,12,0.0
session_003084,user_0144,2024-03-30 01:52:08,615,tablet,CA,3,0.0
session_003085,user_0483,2024-05-06 21:27:27,3578,desktop,IN,4,0.0
session_003086,user_0002,2024-04-15 23:47:40,407,desktop,IN,5,0.0
session_003087,user_0722,2024-02-14 20:10:35,1038,mobile,US,14,427.967031772356
session_003088,user_0950,2024-02-26 13:15:59,704,tablet,IN,10,0.0
session_003089,user_0297,2024-02-15 16:40:20,2649,tablet,JP,8,30.058083932172703
session_003090,user_0247,2024-01-12 08:15:46,552,tablet,US,14,0.0
session_003091,user_0932,2024-12-02 14:26:01,2947,mobile,DE,5,173.1290069749775
session_003092,user_0780,2024-12-18 00:10:06,421,tablet,FR,5,0.0
session_003093,user_0564,2024-01-15 03:23:25,747,desktop,IN,11,0.0
session_003094,user_0775,2024-05-13 17:36:05,2068,tablet,US,11,0.0
session_003095,user_0684,2024-02-26 15:58:12,428,desktop,MX,12,0.0
session_003096,user_0842,2024-10-06 19:30:53,1678,tablet,MX,1,0.0
session_003097,user_0937,2024-07-10 10:58:10,3242,mobile,MX,10,0.0
session_003098,user_0192,2024-08-11 15:53:38,3046,desktop,AU,10,0.0
session_003099,user_0368,2024-12-13 03:24:29,657,tablet,MX,13,0.0
session_003100,user_0398,2024-05-08 18:21:29,1751,mobile,DE,4,0.0
session_003101,user_0085,2024-06-03 23:37:54,1333,desktop,BR,7,0.0
session_003102,user_0307,2024-08-16 06:11:19,2290,desktop,CA,6,117.77647607891973
session_003103,user_0741,2024-06-03 17:59:36,2552,tablet,CA,11,310.30611340665047
session_003104,user_0793,2024-11-21 04:47:44,2073,desktop,JP,13,0.0
session_003105,user_0247,2024-10-15 22:05:06,606,mobile,CA,4,0.0
session_003106,user_0466,2024-10-02 12:26:30,546,mobile,UK,12,437.82171648127536
session_003107,user_0111,2024-05-07 05:42:56,2219,mobile,JP,8,0.0
session_003108,user_0179,2024-11-19 22:20:29,2073,tablet,AU,1,0.0
session_003109,user_0782,2024-03-23 16:19:28,937,tablet,CA,10,0.0
session_003110,user_0954,2024-03-27 07:26:15,3504,desktop,JP,11,0.0
session_003111,user_0048,2024-04-18 13:26:49,112,desktop,MX,7,348.17769342993154
session_003112,user_0093,2024-06-20 21:32:05,676,desktop,BR,5,0.0
session_003113,user_0310,2024-02-03 19:01:07,1698,mobile,IN,15,0.0
session_003114,user_0605,2024-03-09 09:18:18,1693,mobile,MX,4,0.0
session_003115,user_0130,2024-11-14 05:25:26,1483,desktop,DE,2,0.0
session_003116,user_0545,2024-10-30 00:19:02,3394,mobile,US,3,0.0
session_003117,user_0109,2024-08-11 20:56:34,1010,tablet,DE,4,0.0
session_003118,user_0619,2024-01-24 23:57:48,38,desktop,US,3,0.0
session_003119,user_0150,2024-03-12 12:55:23,3477,mobile,AU,12,147.5787537768989
session_003120,user_0758,2024-05-23 02:21:14,1479,tablet,FR,1,0.0
session_003121,user_0233,2024-01-01 04:23:06,1200,mobile,DE,3,374.02092005925687
session_003122,user_0477,2024-12-21 18:11:44,3232,tablet,UK,5,0.0
session_003123,user_0455,2024-01-05 23:45:25,3234,tablet,UK,10,105.94773733662653
session_003124,user_0717,2024-12-20 08:32:17,457,desktop,BR,8,0.0
session_003125,user_0353,2024-03-09 15:51:00,2728,mobile,AU,2,0.0
session_003126,user_0842,2024-09-28 23:12:20,2684,mobile,BR,9,400.60525181492415
session_003127,user_0062,2024-03-01 12:54:13,570,desktop,UK,11,65.79982192432786
session_003128,user_0025,2024-05-30 01:20:28,2607,mobile,AU,4,174.29682128560896
session_003129,user_0127,2024-07-28 09:15:08,1487,tablet,CA,2,0.0
session_003130,user_0663,2024-07-18 02:02:46,1535,mobile,DE,15,424.4435180320496
session_003131,user_0320,2024-03-15 18:50:13,118,desktop,US,12,0.0
session_003132,user_0584,2024-10-19 04:19:51,2233,tablet,CA,14,0.0
session_003133,user_0448,2024-05-13 19:42:53,2485,tablet,IN,14,196.24841940548131
session_003134,user_0774,2024-07-26 22:02:04,2952,mobile,UK,8,0.0
session_003135,user_0351,2024-08-09 09:56:50,323,mobile,DE,15,0.0
session_003136,user_0684,2024-12-04 04:25:38,154,mobile,JP,3,353.1613786496627
session_003137,user_0887,2024-11-03 23:26:47,932,mobile,UK,13,0.0
session_003138,user_0226,2024-11-09 17:13:39,1049,mobile,JP,11,202.20342549582963
session_003139,user_0421,2024-04-11 01:01:55,2196,mobile,IN,5,146.55421263673526
session_003140,user_0295,2024-10-02 00:30:32,1535,desktop,US,5,0.0
session_003141,user_0593,2024-02-20 08:05:19,2354,mobile,JP,7,0.0
session_003142,user_0888,2024-06-12 18:32:31,3167,desktop,BR,15,0.0
session_003143,user_0758,2024-05-04 02:40:14,2906,desktop,MX,8,0.0
session_003144,user_0888,2024-02-23 18:45:19,328,desktop,MX,2,0.0
session_003145,user_0191,2024-02-27 05:20:53,3255,desktop,FR,15,0.0
session_003146,user_0294,2024-12-19 16:24:43,1442,mobile,MX,8,77.10076319466792
session_003147,user_0299,2024-09-28 02:53:55,2714,desktop,BR,1,0.0
session_003148,user_0300,2024-06-24 20:14:54,2305,tablet,CA,13,0.0
session_003149,user_0711,2024-01-22 18:53:33,2354,tablet,FR,6,41.37533010323486
session_003150,user_0013,2024-06-02 13:37:12,837,mobile,DE,11,432.81726266498436
session_003151,user_0437,2024-03-18 20:26:03,47,desktop,UK,3,0.0
session_003152,user_0913,2024-12-10 21:50:05,2979,tablet,IN,5,0.0
session_003153,user_0792,2024-12-03 17:59:06,2254,desktop,DE,13,0.0
session_003154,user_0024,2024-11-02 19:10:49,2116,desktop,IN,10,0.0
session_003155,user_0391,2024-01-04 09:20:31,3519,mobile,FR,10,439.58696029209193
session_003156,user_0137,2024-01-10 07:56:46,2333,mobile,AU,5,0.0
session_003157,user_0150,2024-04-11 13:49:54,2576,mobile,UK,15,0.0
session_003158,user_0080,2024-02-12 01:15:14,1389,mobile,AU,2,0.0
session_003159,user_0554,2024-12-06 21:27:23,229,desktop,IN,12,0.0
session_003160,user_0293,2024-04-09 03:23:25,2643,desktop,US,5,0.0
session_003161,user_0916,2024-07-16 15:57:19,1422,desktop,DE,14,0.0
session_003162,user_0528,2024-09-07 18:36:16,919,mobile,FR,8,106.57164678432613
session_003163,user_0655,2024-01-05 16:03:19,452,mobile,IN,15,165.7029663540591
session_003164,user_0563,2024-04-11 20:28:40,177,desktop,MX,1,0.0
session_003165,user_0415,2024-12-14 12:54:44,2513,tablet,IN,11,0.0
session_003166,user_0110,2024-05-22 01:37:48,2143,mobile,AU,13,51.74185260152524
session_003167,user_0482,2024-11-17 00:29:11,3436,mobile,BR,6,0.0
session_003168,user_0164,2024-06-09 17:06:42,298,mobile,US,12,23.76110034504032
session_003169,user_0213,2024-05-25 14:32:40,806,mobile,JP,11,274.1680754931061
session_003170,user_0723,2024-02-28 05:38:46,2264,mobile,DE,6,293.46619383622306
session_003171,user_0789,2024-10-22 13:49:20,2115,desktop,FR,3,200.0691954500084
session_003172,user_0344,2024-08-05 07:27:33,207,desktop,JP,9,409.04812739167716
session_003173,user_0620,2024-12-03 11:43:54,882,desktop,DE,1,84.29620538994386
session_003174,user_0184,2024-07-05 00:30:32,3118,mobile,AU,10,0.0
session_003175,user_0654,2024-05-24 01:44:26,3351,tablet,US,3,0.0
